"title","number"
"关于签订2020年山西省“三区”人才支持计划科技人员专项计划任务的通知","1797"
"关于开展创新型产业集群总结评价工作的通知","1798"
"2020年省级智能制造试点示范企业开始申报","1799"
"两部门关于印发智能制造发展规划（2016-2020年）的通知","1800"
"企策通，线上线下一站式政策申报服务新利器","1801"
"总投资18亿元！长治高新区签约两大区块链平台建设项目","1802"
"工业和信息化部关于印发《国家中小企业公共服务示范平台认定管理办法》的通知","1803"
"习近平总书记视察山西重要讲话重要指示宣传标语","1804"
"关于印发《晋城市信用修复管理办法》（试行）的通知","1805"
"人社部召开部属6家在线培训平台援助湖北专项行动推进会","1806"
"关于打造一流创新生态推进阳泉高质量转型发展的实施意见","1807"
"山西省关于征集2020年全国大众创业万众创新活动周主题展示项目的通知","1808"
"山西省科学技术厅关于2020年度山西省科技计划揭榜招标项目拟中榜名单的公示","1809"
"关于2019年规模以上企业稳增长拟奖励企业名单的公示","1810"
"太原市人民政府办公室关于印发太原市促进外来投资财政奖补办法的通知","1811"
"山西转型综合改革示范区市场监督管理局关于推行使用全国知识产权贯标认证学习平台的通知","1812"
"山西：资助留学 这些人员优先录取","1813"
"工业和信息化部办公厅关于组织推荐2020年度国家中小企业公共服务示范平台的通知","1814"
"第十届中国技术市场协会金桥奖表彰奖励活动开始","1815"
"关于开展第十届中国技术市场协会金桥奖表彰奖励活动的通知","1816"
"企业技术需求及科技抗疫先进技术成果征集","1817"
"关于征集山西省数字经济领域专家库成员的通知","1818"
"太原市第七十一批对不裁员或少裁员的参保企业实行稳岗返还审核结果公示","1819"
"长治市农业农村局关于申报市级农民教育培训示范培训基地(第二批)的通知","1820"
"长治市人民政府办公室关于印发《“人人持证、技能社会”建设2020年长治行动方案》的通知","1821"
"2020年阳泉市模范单位（集体）和劳动模范名单公示","1822"
"晋城市”236”行动计划企业转型项目及入园发展项目资金申报","1823"
"2019年晋城市“236”行动计划企业转型项目及入园发展项目资金申报指南","1824"
"山西省工业和信息化厅关于组织推荐第五批制造业单项冠军的通知","1825"
"晋城市中小企业发展促进中心关于申报2019年晋城市”236”行动计划企业转型项目及入园发展项目资金的通知","1826"
"太原市招商引资又“放大招”！来太原投资财政给奖补","1827"
"科技部等9部门印发《赋予科研人员职务科技成果所有权或长期使用权试点实施方案》的通知","1828"
"山西省商务厅关于创建省级公益性农产品市场的通知","1829"
"有关高新技术企业认定、科技型中小企业评价工作的温馨提示","1830"
"2020年度山西省科学技术奖开始提名","1831"
"山西省科学技术奖励办法实施细则","1832"
"敲重点！企业如何快速获得政府补贴资金？赶紧进来看","1833"
"综改区关于组织开展2020年“知识产权服务万里行”活动的通知","1834"
"国家重点科研计划“高寒高海拔生态脆弱区城市多源固废综合处置及集成示范项目”落地西藏","1835"
"晋中市市场监督管理局关于持续推进“诚信经营 放心消费”创建活动的通知 ","1836"
"关于印发吕梁市大数据发展应用2020年行动计划的通知","1837"
"关于申报2020年山西省级高技能人才培训基地和技能大师工作室建设项目的通知","1838"
"关于申报2020年国家级高技能人才培训基地和技能大师工作室建设项目的通知","1839"
"关于印发《2020年深入实施国家知识产权战略加快建设知识产权强国推进计划》的通知","1840"
"加快推进新基建，推动制造业转型升级","1841"
"关于转发国家知识产权局 《关于全国知识产权贯标认证学习平台上线运行的通知》 的通知","1842"
"关于在全省开展“强化融资服务 助力复工复产”活动的通知","1843"
"关于转发科技部重点研发计划 “制造基础技术与关键部件”等重点专项2020年度定向项目申报指南的通知","1844"
"山西省农业农村厅办公室关于调查统计全省农产品进出口贸易企业的通知","1845"
"关于暂免征收国家电影事业发展专项资金政策的公告","1846"
"财政部税务总局关于电影等行业税费支持政策的公告","1847"
"山西省出台意见鼓励返乡入乡创业","1848"
"综改区关于认定2020年区级中小企业公共服务示范平台的通知","1849"
"山西省商务厅关于开展2020年度特色商业街培育和认定工作的通知","1850"
"山西省省级众创空间认定","1851"
"山西省众创空间认定和管理办法","1852"
"关于组织开展2019年山西省省级众创空间认定工作的通知","1853"
"工业和信息化部关于工业大数据发展的指导意见","1854"
"工业和信息化部办公厅关于做好2020年通信业安全生产工作的通知","1855"
"关于规范电子会计凭证报销入账归档的通知","1856"
"综改区关于征集工业通信业重大项目的通知","1857"
"工业和信息化部关于发布2018年工业转型升级资金（部门预算）项目指南的通知","1858"
"“四上”企业申报标准","1859"
"2020年度太原市文化产业发展专项资金扶持项目申报","1860"
"山西省发改委关于变更办公地址的公告","1861"
"山西省农业农村厅关于做好中国农业社会化服务平台整省试点工作的通知","1862"
"山西省工业和信息化厅关于印发《山西省软件和信息技术服务业2020年行动计划》的通知","1863"
"六部门关于印发《新形势下加强基础研究若干重点举措》的通知","1864"
"【图解】8张海报，看山西如何坚实走好转型发展金光大道","1865"
"关于申报“固废资源化”国家重点研发计划定向项目的补充通知","1866"
"科技部关于发布国家重点研发计划 “公共安全风险防控与应急技术装备”重点专项2020年度项目申报指南的通知","1867"
"关于开展2020年度省筹资金资助出国留学人员2020年度省筹资金资助回国留学人员科研项目申报工作的通知","1868"
"综改区关于转发《关于联合推出助力商贸流通企业复工复产金融服务举措的通知》的通知","1869"
"综改区关于征集支撑疫情防控和复工复产的工业互联网平台解决方案的通知","1870"
"关于推荐示范区工业产品的通知","1871"
"国家知识产权局办公室关于组织推荐2020年地理标志运用促进工程项目申报的通知","1872"
"“科技助力经济2020”重点专项项目申报","1873"
"揭秘：关于政府补贴，你了解多少？（附申报政策类型表）","1874"
"关于对国家重点研发计划“变革性技术关键科学问题”重点专项2020年度第二批项目申报指南征求意见的通知","1875"
"关于开展2020年全国中小企业网上百日招聘高校毕业生活动的通知","1876"
"关于征求《关于促进新型研发机构发展的实施办法（试行）》意见建议的函","1877"
"山西省文化和旅游厅关于开展2020年度文化艺术和旅游研究项目信息化发展专项申报工作的函","1878"
"关于应对新冠肺炎疫情进一步帮扶服务业小微企业和个体工商户缓解房屋租金压力的指导意见","1879"
"科技部财政部国家税务总局关于修订印发《高新技术企业认定管理工作指引》的通知 ","1880"
"山西省现代农业产业技术体系拟聘任专家公示","1881"
"关于遴选“太原市市场监管十四五规划”课题研究机构的公告","1882"
"太原市商务局关于对流通领域现代供应链体系建设第三批试点项目评审结果的公示","1883"
"工业和信息化部办公厅关于公布支撑疫情防控和复工复产复课大数据产品和解决方案的通知","1884"
"国家知识产权局办公室关于深化“蓝天”行动促进知识产权服务业健康发展的通知","1885"
